Country Name,Year,GDP per Capita Growth
Colombia,1995-01-01,3.22930517101223
Colombia,1996-01-01,0.210252816894155
Colombia,1997-01-01,1.60150354091242
Colombia,1998-01-01,-1.15954992854655
Colombia,1999-01-01,-5.79449536357303
Colombia,2000-01-01,1.27108262650222
Colombia,2001-01-01,0.0884838526056058
Colombia,2002-01-01,0.942693273744325
Colombia,2003-01-01,2.39044804171908
Colombia,2004-01-01,3.83937816611186
Colombia,2005-01-01,3.40689564758681
Colombia,2006-01-01,5.33972344422868
Colombia,2007-01-01,5.42284761879293
Colombia,2008-01-01,2.08424236302407
Colombia,2009-01-01,0.0016622794089613
Colombia,2010-01-01,3.32373450571197
Colombia,2011-01-01,5.78469976561988
Colombia,2012-01-01,2.83788902621922
"Congo, Dem. Rep.",1990-01-01,-9.58421338945476
"Congo, Dem. Rep.",1991-01-01,-11.3935254219913
"Congo, Dem. Rep.",1992-01-01,-13.1558716343324
"Congo, Dem. Rep.",1993-01-01,-16.1985912397619
"Congo, Dem. Rep.",1994-01-01,-8.37057695662939
"Congo, Dem. Rep.",1995-01-01,-3.42658077052485
"Congo, Dem. Rep.",1996-01-01,-2.89175816859229
"Congo, Dem. Rep.",1997-01-01,-7.09839674367429
"Congo, Dem. Rep.",1998-01-01,-3.92480003448861
"Congo, Dem. Rep.",1999-01-01,-6.96953209498866
"Congo, Dem. Rep.",2000-01-01,-9.57069432425411
"Congo, Dem. Rep.",2001-01-01,-5.01204216303688
"Congo, Dem. Rep.",2002-01-01,-0.151731064535326
"Congo, Dem. Rep.",2003-01-01,2.51486599529831
"Congo, Dem. Rep.",2004-01-01,3.60340242039344
"Congo, Dem. Rep.",2005-01-01,2.87952826492376
"Congo, Dem. Rep.",2006-01-01,2.01714835146625
"Congo, Dem. Rep.",2007-01-01,2.89701425289677
"Congo, Dem. Rep.",2008-01-01,2.88074155786697
"Congo, Dem. Rep.",2009-01-01,-0.378462199545467
"Congo, Dem. Rep.",2010-01-01,3.68616011560268
"Congo, Dem. Rep.",2011-01-01,3.3518213098954
